time,event,entry,pHCl,pH2SO4,HNO3
83.00,0.00,53.00,0.60,1.67,0.23
60.00,0.00,30.00,0.34,1.65,0.29
43.20,1.00,34.00,0.62,1.56,0.22
85.50,1.00,71.00,0.52,1.65,0.26
48.00,0.00,18.00,0.53,1.56,0.18
30.00,0.00,0.00,0.67,1.50,0.17
73.00,1.00,55.00,0.47,1.55,0.27
72.00,0.00,42.00,0.42,1.85,0.40
47.00,0.00,17.00,0.51,1.64,0.23
14.10,0.00,0.00,0.97,1.78,0.21
63.00,0.00,33.00,0.39,1.58,0.27
50.00,0.00,20.00,0.56,1.70,0.24
30.00,0.00,0.00,0.58,1.66,0.24
30.00,0.00,0.00,0.44,1.62,0.25
59.00,0.00,29.00,0.49,1.62,0.22
17.70,0.00,0.00,0.32,1.64,0.28
30.40,1.00,5.00,0.61,1.50,0.17
51.00,0.00,21.00,0.41,1.68,0.26
18.30,0.00,0.00,0.60,1.74,0.24
44.00,0.00,14.00,0.49,1.60,0.21
8.50,0.00,0.00,1.04,1.77,0.30
10.90,0.00,0.00,0.65,1.56,0.23
45.00,0.00,15.00,0.54,1.68,0.24
30.00,0.00,0.00,0.60,1.60,0.25
30.00,0.00,0.00,0.65,1.53,0.20
58.80,1.00,29.00,0.41,1.68,0.26
34.00,0.00,4.00,0.32,1.81,0.29
72.00,0.00,42.00,0.50,1.77,0.38
6.60,0.00,0.00,0.94,1.71,0.20
50.40,1.00,44.00,0.56,1.64,0.24
44.00,0.00,14.00,0.56,1.68,0.25
16.40,0.00,0.00,1.08,1.63,0.18
80.80,1.00,55.00,0.40,1.57,0.28
10.10,0.00,0.00,0.61,1.68,0.23
10.30,0.00,0.00,0.68,1.50,0.17
72.00,0.00,42.00,0.36,1.64,0.29
20.10,0.00,0.00,0.32,1.60,0.29
45.00,0.00,15.00,0.45,1.73,0.27
2.60,0.00,0.00,0.60,1.68,0.23
43.00,0.00,13.00,0.44,1.71,0.27
53.00,0.00,23.00,0.35,1.60,0.28
1.20,0.00,0.00,1.02,1.61,0.23
30.00,0.00,0.00,0.55,1.58,0.19
58.00,0.00,28.00,0.32,1.63,0.28
8.90,0.00,0.00,0.77,1.66,0.28
59.00,0.00,29.00,0.37,1.59,0.24
30.00,0.00,0.00,0.53,1.83,0.29
72.00,0.00,42.00,0.37,1.66,0.28
30.00,0.00,0.00,0.82,1.61,0.18
74.00,0.00,44.00,0.38,1.68,0.29
17.10,1.00,14.00,0.33,1.59,0.32
35.00,0.00,5.00,0.36,1.53,0.27
75.00,0.00,45.00,0.57,1.65,0.26
52.00,0.00,22.00,0.64,1.55,0.20
63.00,0.00,33.00,0.42,1.70,0.28
101.00,0.00,71.00,0.56,1.67,0.28
87.40,1.00,76.00,0.34,1.55,0.26
30.00,0.00,0.00,0.65,1.63,0.24
30.00,0.00,0.00,0.72,1.52,0.16
51.00,0.00,21.00,0.63,1.54,0.16
63.00,0.00,33.00,0.44,1.70,0.27
81.70,1.00,71.00,0.50,1.62,0.26
62.00,1.00,53.00,0.52,1.57,0.20
61.00,0.00,31.00,0.43,1.63,0.24
55.00,0.00,25.00,0.40,1.85,0.41
43.00,0.00,13.00,0.46,1.67,0.25
31.00,0.00,1.00,0.40,1.66,0.26
25.50,0.00,0.00,0.64,1.69,0.30
79.00,0.00,49.00,0.50,1.80,0.28
52.00,0.00,22.00,0.38,1.68,0.28
53.00,0.00,23.00,0.45,1.69,0.26
46.00,0.00,16.00,0.61,1.81,0.40
43.00,0.00,13.00,0.34,1.65,0.28
78.00,0.00,48.00,0.50,1.80,0.28
58.00,0.00,28.00,0.47,1.68,0.25
74.00,0.00,44.00,0.32,1.64,0.29
61.00,0.00,31.00,0.64,1.82,0.25
74.00,0.00,44.00,0.35,1.64,0.28
35.00,0.00,5.00,0.46,1.72,0.26
77.00,0.00,47.00,0.81,1.55,0.21
30.00,0.00,0.00,0.75,1.79,0.39
47.00,0.00,17.00,0.60,1.80,0.39
101.00,0.00,71.00,0.40,1.61,0.24
45.90,1.00,44.00,0.35,1.65,0.28
30.00,0.00,0.00,0.71,1.67,0.35
71.70,1.00,58.00,0.90,1.59,0.16
23.50,0.00,0.00,0.48,1.69,0.29
30.00,0.00,0.00,0.45,1.68,0.27
75.00,0.00,45.00,0.57,1.64,0.25
44.00,0.00,14.00,0.66,1.61,0.28
30.00,0.00,0.00,0.56,1.75,0.25
16.00,0.00,0.00,0.61,1.60,0.26
2.60,0.00,0.00,0.67,1.74,0.40
25.30,1.00,10.00,0.89,1.58,0.16
87.00,0.00,57.00,0.38,1.57,0.24
54.00,0.00,24.00,0.43,1.68,0.28
65.00,0.00,35.00,0.35,1.65,0.28
30.00,0.00,0.00,0.76,1.57,0.15
90.00,0.00,60.00,0.37,1.56,0.23
66.00,0.00,36.00,0.52,1.70,0.24
52.00,0.00,22.00,0.38,1.68,0.28
43.00,0.00,13.00,0.61,1.53,0.18
72.00,0.00,42.00,0.53,1.77,0.37
83.00,0.00,53.00,0.58,1.66,0.23
13.90,0.00,0.00,0.54,1.57,0.18
16.90,0.00,0.00,0.63,1.55,0.21
36.00,0.00,6.00,0.40,1.57,0.28
90.80,1.00,68.00,0.32,1.60,0.31
43.00,0.00,13.00,0.41,1.64,0.25
30.00,0.00,0.00,0.63,1.60,0.28
63.00,0.00,33.00,0.58,1.54,0.20
58.00,0.00,28.00,0.34,1.59,0.27
47.60,1.00,18.00,0.71,1.69,0.22
92.00,0.00,62.00,0.32,1.59,0.31
34.00,0.00,4.00,0.59,1.60,0.25
2.00,0.00,0.00,0.42,1.69,0.26
28.50,0.00,0.00,0.53,1.70,0.23
86.00,0.00,56.00,0.51,1.64,0.22
26.10,0.00,0.00,0.35,1.64,0.30
86.00,0.00,56.00,0.52,1.78,0.28
19.10,1.00,0.00,0.71,1.52,0.16
16.00,0.00,0.00,0.69,1.83,0.25
11.10,0.00,0.00,0.39,1.55,0.24
59.70,1.00,52.00,0.85,1.67,0.18
30.00,0.00,0.00,0.63,1.53,0.16
7.20,0.00,0.00,0.68,1.80,0.38
99.00,0.00,69.00,0.57,1.51,0.17
45.00,0.00,15.00,0.61,1.52,0.17
41.00,0.00,11.00,0.76,1.58,0.17
91.00,0.00,61.00,0.38,1.67,0.28
0.10,0.00,0.00,0.77,1.79,0.26
14.70,0.00,0.00,0.39,1.55,0.28
107.00,0.00,77.00,0.38,1.61,0.25
30.00,0.00,0.00,0.82,1.79,0.41
47.00,0.00,17.00,0.40,1.57,0.28
16.80,0.00,0.00,0.39,1.69,0.28
48.00,0.00,18.00,0.34,1.62,0.32
52.00,0.00,22.00,0.44,1.71,0.27
61.00,0.00,31.00,0.70,1.52,0.19
32.50,1.00,18.00,0.89,1.66,0.24
58.50,1.00,56.00,0.36,1.65,0.30
47.00,0.00,17.00,0.51,1.65,0.23
69.00,0.00,39.00,0.62,1.59,0.27
72.00,0.00,42.00,0.39,1.69,0.28
39.80,1.00,37.00,1.10,1.63,0.19
26.10,1.00,0.00,1.11,1.89,0.56
30.00,0.00,0.00,0.78,1.58,0.15
90.00,0.00,60.00,0.40,1.66,0.27
0.70,0.00,0.00,0.57,1.68,0.23
89.00,0.00,59.00,0.40,1.83,0.39
1.50,0.00,0.00,0.84,1.65,0.18
72.00,0.00,42.00,0.71,1.82,0.41
63.00,0.00,33.00,0.57,1.54,0.20
49.00,0.00,19.00,0.43,1.73,0.27
88.00,0.00,58.00,0.62,1.68,0.23
85.00,0.00,55.00,0.38,1.55,0.28
55.00,0.00,25.00,0.60,1.57,0.22
9.90,0.00,0.00,0.56,1.51,0.16
18.60,0.00,0.00,0.89,1.59,0.18
56.00,0.00,26.00,0.78,1.58,0.15
18.20,0.00,0.00,0.38,1.58,0.28
61.00,0.00,31.00,0.69,1.80,0.25
98.00,0.00,68.00,0.42,1.69,0.26
30.00,0.00,0.00,0.74,1.64,0.24
30.00,0.00,0.00,0.93,1.70,0.25
28.40,1.00,3.00,0.46,1.62,0.26
67.30,1.00,44.00,0.56,1.59,0.21
79.00,0.00,49.00,0.44,1.72,0.27
86.00,0.00,56.00,0.54,1.71,0.25
58.00,0.00,28.00,0.33,1.56,0.26
30.00,0.00,0.00,0.75,1.65,0.24
35.90,1.00,28.00,0.38,1.55,0.28
39.00,1.00,10.00,0.71,1.56,0.17
75.40,1.00,71.00,0.51,1.63,0.26
29.20,0.00,0.00,0.56,1.66,0.22
52.00,0.00,22.00,0.42,1.60,0.25
87.00,0.00,57.00,0.37,1.56,0.25
63.00,0.00,33.00,0.34,1.65,0.28
61.00,0.00,31.00,0.52,1.67,0.28
86.00,0.00,56.00,0.53,1.79,0.28
48.00,0.00,18.00,0.86,1.65,0.24
80.00,0.00,50.00,0.38,1.66,0.28
66.60,1.00,42.00,0.52,1.76,0.37
30.00,0.00,0.00,0.59,1.53,0.19
51.20,1.00,31.00,0.70,1.73,0.36
11.90,1.00,0.00,0.99,1.77,0.23
30.00,0.00,0.00,0.57,1.54,0.17
30.00,0.00,0.00,0.58,1.58,0.22
94.00,0.00,64.00,0.50,1.80,0.28
83.60,1.00,68.00,0.37,1.64,0.27
59.00,0.00,29.00,0.41,1.68,0.27
74.90,1.00,53.00,0.55,1.65,0.22
66.00,0.00,36.00,0.35,1.60,0.28
44.00,0.00,14.00,0.37,1.65,0.28
58.40,1.00,44.00,0.56,1.58,0.21
28.40,1.00,17.00,0.57,1.68,0.23
7.50,0.00,0.00,1.10,1.64,0.19
47.00,0.00,17.00,0.82,1.58,0.16
100.40,1.00,78.00,0.67,1.54,0.18
40.00,0.00,10.00,0.95,1.60,0.17
45.00,0.00,15.00,0.63,1.50,0.15
18.50,0.00,0.00,0.46,1.54,0.27
30.00,0.00,0.00,0.77,1.79,0.41
33.00,0.00,3.00,0.70,1.67,0.33
10.70,0.00,0.00,0.44,1.71,0.25
31.00,0.00,1.00,0.89,1.72,0.20
34.00,0.00,4.00,0.32,1.76,0.29
101.00,0.00,71.00,0.56,1.67,0.28
64.00,0.00,34.00,0.33,1.61,0.31
53.00,0.00,23.00,0.45,1.72,0.33
63.00,0.00,33.00,0.60,1.67,0.24
40.00,0.00,10.00,0.79,1.81,0.51
68.00,0.00,38.00,0.45,1.64,0.26
30.00,0.00,0.00,0.73,1.81,0.43
44.00,0.00,14.00,0.57,1.78,0.27
60.00,0.00,30.00,0.45,1.72,0.27
5.90,0.00,0.00,0.64,1.79,0.37
64.90,1.00,62.00,0.82,1.56,0.17
13.80,0.00,0.00,0.64,1.58,0.21
67.00,1.00,53.00,0.69,1.83,0.25
42.80,1.00,40.00,0.53,1.70,0.23
44.00,0.00,14.00,0.47,1.71,0.25
58.20,1.00,32.00,0.32,1.59,0.31
58.00,0.00,28.00,0.31,1.62,0.28
106.00,0.00,76.00,0.53,1.71,0.29
58.00,0.00,28.00,0.35,1.54,0.28
30.00,0.00,0.00,1.19,1.76,0.22
41.00,0.00,11.00,0.46,1.73,0.27
74.00,0.00,44.00,0.33,1.61,0.28
11.00,0.00,0.00,0.85,1.57,0.18
4.70,1.00,0.00,0.95,1.71,0.21
44.00,0.00,14.00,0.62,1.60,0.22
31.60,1.00,31.00,0.70,1.74,0.25
10.10,0.00,0.00,0.81,1.79,0.46
66.00,0.00,36.00,0.49,1.66,0.24
20.50,1.00,0.00,0.51,1.67,0.29
44.00,0.00,14.00,0.49,1.60,0.21
63.00,0.00,33.00,0.34,1.64,0.28
47.00,1.00,39.00,0.59,1.70,0.28
72.00,0.00,42.00,0.44,1.81,0.39
30.00,0.00,0.00,0.66,1.53,0.19
68.00,0.00,38.00,0.45,1.66,0.26
72.00,0.00,42.00,0.39,1.68,0.28
30.00,0.00,0.00,0.74,1.56,0.21
25.40,1.00,14.00,0.61,1.52,0.18
40.50,1.00,15.00,0.44,1.67,0.25
34.00,0.00,4.00,0.32,1.80,0.28
63.00,0.00,33.00,0.51,1.65,0.24
30.00,0.00,0.00,0.75,1.79,0.41
2.70,0.00,0.00,0.46,1.66,0.26
30.00,0.00,0.00,0.66,1.61,0.26
11.50,0.00,0.00,0.80,1.60,0.18
22.80,0.00,0.00,0.50,1.58,0.21
78.00,0.00,48.00,0.44,1.70,0.27
97.90,1.00,71.00,0.64,1.57,0.20
28.00,0.00,0.00,0.60,1.57,0.20
30.00,0.00,0.00,0.51,1.82,0.29
27.10,0.00,0.00,0.54,1.69,0.23
45.00,0.00,15.00,0.72,1.66,0.30
78.00,0.00,48.00,0.44,1.70,0.27
48.00,0.00,18.00,0.62,1.69,0.23
20.50,1.00,0.00,0.82,1.58,0.16
69.00,0.00,39.00,0.33,1.59,0.27
42.50,1.00,19.00,0.66,1.74,0.40
57.70,1.00,42.00,0.36,1.64,0.29
30.00,0.00,0.00,0.90,1.67,0.26
54.40,1.00,37.00,1.06,1.75,0.22
30.00,0.00,0.00,1.01,1.76,0.31
57.70,1.00,32.00,0.46,1.56,0.25
28.80,0.00,0.00,0.39,1.65,0.27
52.00,0.00,22.00,0.43,1.61,0.24
91.00,0.00,61.00,0.39,1.68,0.28
52.00,0.00,22.00,0.42,1.66,0.25
91.00,0.00,61.00,0.39,1.68,0.28
66.00,0.00,36.00,0.45,1.67,0.26
63.00,0.00,33.00,0.62,1.68,0.23
7.10,0.00,0.00,0.95,1.71,0.21
83.00,0.00,53.00,0.52,1.57,0.20
70.00,0.00,40.00,0.51,1.70,0.24
5.80,0.00,0.00,0.39,1.58,0.27
72.00,0.00,42.00,0.35,1.58,0.25
69.00,0.00,39.00,0.40,1.57,0.27
56.10,1.00,52.00,0.36,1.67,0.31
31.70,1.00,15.00,0.45,1.66,0.25
82.00,0.00,52.00,0.52,1.64,0.30
101.80,1.00,78.00,0.68,1.54,0.17
69.00,0.00,39.00,0.34,1.62,0.27
69.00,0.00,39.00,0.34,1.62,0.27
66.10,1.00,39.00,0.59,1.57,0.20
75.00,0.00,45.00,0.34,1.56,0.25
63.00,0.00,33.00,0.53,1.71,0.24
49.00,0.00,19.00,0.51,1.63,0.21
51.00,0.00,21.00,0.39,1.66,0.27
32.40,1.00,21.00,0.89,1.59,0.18
30.00,0.00,0.00,0.63,1.54,0.20
30.00,0.00,0.00,0.65,1.77,0.35
60.00,1.00,42.00,0.50,1.82,0.28
43.00,0.00,13.00,0.53,1.54,0.17
59.40,1.00,42.00,0.69,1.75,0.35
51.00,0.00,21.00,0.64,1.53,0.15
47.00,0.00,17.00,0.64,1.55,0.22
30.00,0.00,0.00,1.14,1.76,0.22
45.00,0.00,15.00,0.74,1.76,0.24
54.00,0.00,24.00,0.52,1.57,0.19
54.00,0.00,24.00,0.46,1.73,0.28
50.00,0.00,20.00,0.36,1.67,0.32
81.00,0.00,51.00,0.47,1.64,0.26
46.00,0.00,16.00,0.45,1.66,0.26
26.90,1.00,0.00,0.49,1.67,0.28
22.50,0.00,0.00,0.38,1.67,0.28
80.00,0.00,50.00,0.60,1.66,0.23
64.00,0.00,34.00,0.32,1.62,0.29
48.80,1.00,20.00,0.62,1.52,0.18
20.70,0.00,0.00,0.69,1.51,0.16
47.00,0.00,17.00,0.39,1.55,0.24
74.00,0.00,44.00,0.38,1.66,0.29
28.60,1.00,0.00,1.08,1.75,0.22
29.90,0.00,0.00,0.38,1.67,0.28
18.10,0.00,0.00,1.30,1.80,0.30
24.60,1.00,0.00,0.55,1.81,0.27
72.00,0.00,42.00,0.39,1.68,0.28
30.00,0.00,0.00,0.57,1.60,0.22
28.80,1.00,0.00,1.28,1.94,0.59
53.00,0.00,23.00,0.42,1.69,0.26
56.00,0.00,26.00,0.58,1.78,0.36
89.00,0.00,59.00,0.40,1.83,0.39
71.00,0.00,41.00,0.61,1.74,0.24
10.90,1.00,0.00,0.75,1.53,0.19
45.00,0.00,15.00,0.73,1.75,0.23
87.00,0.00,57.00,0.50,1.76,0.28
92.00,0.00,62.00,0.43,1.72,0.27
64.00,0.00,34.00,0.55,1.72,0.25
53.00,0.00,23.00,0.31,1.56,0.29
92.00,0.00,62.00,0.31,1.58,0.31
71.00,0.00,41.00,0.41,1.86,0.40
20.30,0.00,0.00,0.68,1.54,0.21
65.00,0.00,35.00,0.32,1.60,0.31
20.30,1.00,12.00,0.60,1.70,0.36
41.00,0.00,11.00,0.82,1.60,0.18
71.00,0.00,41.00,0.41,1.85,0.40
30.00,0.00,0.00,0.88,1.67,0.25
22.80,0.00,0.00,0.82,1.60,0.16
43.00,0.00,13.00,0.73,1.72,0.23
63.20,1.00,39.00,0.46,1.67,0.28
81.00,0.00,51.00,0.34,1.59,0.27
17.40,0.00,0.00,0.77,1.79,0.26
61.00,0.00,31.00,0.45,1.63,0.24
30.00,0.00,0.00,0.82,1.64,0.18
41.00,0.00,11.00,0.75,1.90,0.25
39.00,1.00,20.00,0.54,1.56,0.20
52.20,1.00,28.00,0.33,1.56,0.26
66.00,0.00,36.00,0.50,1.65,0.24
13.10,0.00,0.00,0.56,1.66,0.22
72.70,1.00,60.00,0.56,1.72,0.31
17.50,0.00,0.00,0.60,1.70,0.36
11.70,1.00,0.00,1.50,1.73,0.27
85.00,0.00,55.00,0.45,1.53,0.27
2.80,0.00,0.00,0.79,1.54,0.18
90.00,0.00,60.00,0.58,1.69,0.28
44.00,0.00,14.00,0.46,1.70,0.25
101.00,0.00,71.00,0.50,1.63,0.25
73.00,0.00,43.00,0.44,1.72,0.26
25.20,1.00,18.00,0.35,1.63,0.33
30.00,0.00,0.00,1.07,1.63,0.23
52.00,0.00,22.00,0.42,1.67,0.25
30.00,0.00,0.00,0.58,1.62,0.25
62.70,1.00,34.00,0.40,1.69,0.28
72.00,0.00,42.00,0.55,1.73,0.24
66.90,1.00,62.00,0.82,1.56,0.17
57.10,1.00,39.00,0.59,1.57,0.20
64.00,0.00,34.00,0.38,1.67,0.29
65.10,1.00,39.00,0.53,1.57,0.18
91.00,0.00,61.00,0.36,1.64,0.29
22.80,1.00,0.00,0.86,1.81,0.50
30.00,0.00,0.00,0.82,1.58,0.17
23.80,1.00,0.00,0.60,1.52,0.18
58.00,0.00,28.00,0.33,1.57,0.27
58.30,1.00,53.00,0.40,1.67,0.26
106.00,0.00,76.00,0.34,1.55,0.25
86.70,1.00,60.00,0.39,1.57,0.23
38.20,1.00,16.00,0.46,1.72,0.28
57.00,0.00,27.00,0.61,1.52,0.18
44.00,0.00,14.00,0.64,1.87,0.25
74.00,0.00,44.00,0.32,1.60,0.28
68.00,0.00,38.00,0.43,1.70,0.26
21.40,0.00,0.00,0.47,1.69,0.30
32.80,1.00,28.00,0.71,1.74,0.36
55.00,0.00,25.00,0.43,1.56,0.28
91.00,0.00,61.00,0.38,1.67,0.28
98.00,0.00,68.00,0.35,1.62,0.30
79.30,1.00,69.00,0.57,1.52,0.17
42.00,0.00,12.00,0.96,1.64,0.17
78.00,0.00,48.00,0.44,1.70,0.27
41.00,0.00,11.00,0.78,1.59,0.18
92.00,0.00,62.00,0.64,1.70,0.24
72.00,0.00,42.00,0.36,1.60,0.25
64.40,1.00,39.00,1.01,1.78,0.25
44.00,0.00,14.00,0.48,1.70,0.24
11.70,0.00,0.00,0.44,1.71,0.26
16.70,0.00,0.00,0.34,1.61,0.31
47.00,0.00,17.00,0.57,1.53,0.19
69.00,0.00,39.00,0.45,1.66,0.28
19.10,1.00,18.00,0.54,1.53,0.17
93.00,0.00,63.00,0.58,1.72,0.24
9.90,0.00,0.00,0.39,1.69,0.28
9.40,0.00,0.00,0.93,1.83,0.52
5.50,0.00,0.00,0.44,1.68,0.27
87.00,0.00,57.00,0.37,1.56,0.25
72.00,0.00,42.00,0.42,1.84,0.40
6.80,0.00,0.00,0.87,1.67,0.25
69.00,0.00,39.00,0.61,1.55,0.21
96.00,0.00,66.00,0.47,1.64,0.23
42.00,0.00,12.00,0.68,1.61,0.29
18.50,1.00,0.00,0.79,1.63,0.18
72.00,0.00,42.00,0.39,1.68,0.28
51.00,0.00,21.00,0.68,1.53,0.15
48.00,0.00,18.00,0.33,1.64,0.29
98.00,0.00,68.00,0.38,1.64,0.26
82.00,0.00,52.00,0.51,1.64,0.27
42.00,0.00,12.00,0.49,1.82,0.41
13.30,0.00,0.00,1.01,1.61,0.18
24.80,0.00,0.00,0.82,1.56,0.18
24.50,1.00,12.00,0.34,1.62,0.27
42.60,1.00,31.00,0.71,1.74,0.36
30.00,0.00,0.00,0.91,1.69,0.25
25.40,0.00,0.00,0.42,1.67,0.25
91.00,0.00,61.00,0.34,1.64,0.30
72.00,0.00,42.00,0.72,1.82,0.42
42.00,0.00,12.00,0.47,1.60,0.26
39.00,0.00,9.00,0.88,1.70,0.19
94.00,0.00,64.00,0.51,1.80,0.28
9.60,1.00,0.00,0.57,1.50,0.16
10.80,1.00,0.00,0.81,1.55,0.20
76.00,0.00,46.00,0.32,1.61,0.29
72.00,0.00,42.00,0.56,1.79,0.37
62.60,1.00,54.00,0.47,1.69,0.30
53.00,0.00,23.00,0.31,1.55,0.30
52.00,0.00,22.00,0.38,1.68,0.28
44.80,1.00,36.00,0.32,1.59,0.28
51.00,0.00,21.00,0.84,1.57,0.17
30.00,0.00,0.00,1.08,1.76,0.22
95.50,1.00,76.00,0.53,1.70,0.29
47.00,0.00,17.00,0.53,1.65,0.24
69.10,1.00,55.00,0.38,1.56,0.25
18.90,0.00,0.00,0.81,1.61,0.17
50.00,0.00,20.00,0.58,1.53,0.19
62.70,1.00,57.00,0.44,1.62,0.25
13.30,1.00,0.00,1.00,1.77,0.24
30.00,0.00,0.00,0.75,1.79,0.39
30.00,0.00,0.00,0.48,1.64,0.27
59.00,0.00,29.00,0.54,1.61,0.22
22.60,0.00,0.00,0.31,1.58,0.29
43.00,0.00,13.00,0.84,1.75,0.24
2.70,0.00,0.00,0.60,1.70,0.28
25.40,0.00,0.00,0.76,1.74,0.25
72.00,0.00,42.00,0.36,1.61,0.25
30.00,0.00,0.00,0.81,1.79,0.39
81.50,1.00,61.00,0.39,1.69,0.28
30.00,0.00,0.00,0.36,1.65,0.32
25.00,1.00,0.00,0.82,1.56,0.18
70.00,0.00,40.00,0.42,1.90,0.41
25.20,0.00,0.00,0.56,1.68,0.23
94.80,1.00,67.00,0.45,1.74,0.28
30.00,0.00,0.00,0.82,1.80,0.40
30.00,0.00,0.00,0.81,1.79,0.41
59.00,0.00,29.00,0.53,1.65,0.22
83.00,0.00,53.00,0.46,1.72,0.27
56.00,0.00,26.00,0.79,1.59,0.15
30.00,0.00,0.00,0.66,1.52,0.19
50.00,0.00,20.00,0.43,1.61,0.25
30.00,0.00,0.00,0.63,1.54,0.20
92.00,0.00,62.00,0.43,1.73,0.27
30.00,0.00,0.00,0.85,1.81,0.40
30.00,0.00,0.00,0.63,1.51,0.18
63.00,0.00,33.00,0.52,1.57,0.20
42.10,1.00,36.00,0.47,1.67,0.26
66.00,0.00,36.00,0.47,1.64,0.26
34.00,0.00,4.00,0.48,1.55,0.26
44.00,0.00,14.00,0.44,1.71,0.26
1.00,0.00,0.00,0.47,1.72,0.26
9.90,0.00,0.00,0.79,1.56,0.16
53.90,1.00,44.00,0.37,1.66,0.29
30.00,0.00,0.00,0.73,1.80,0.43
48.00,0.00,18.00,0.53,1.55,0.18
53.10,1.00,31.00,0.88,1.71,0.19
32.10,1.00,31.00,0.62,1.79,0.25
30.00,0.00,0.00,0.58,1.53,0.17
77.20,1.00,68.00,0.34,1.62,0.31
46.00,0.00,16.00,0.46,1.68,0.26
38.00,0.00,8.00,0.53,1.54,0.17
45.00,0.00,15.00,0.44,1.66,0.25
71.00,0.00,41.00,0.54,1.82,0.28
15.00,1.00,0.00,0.67,1.77,0.36
30.00,0.00,0.00,0.84,1.75,0.24
30.00,0.00,0.00,0.61,1.55,0.21
47.80,1.00,35.00,0.35,1.64,0.31
6.80,0.00,0.00,0.91,1.63,0.30
60.00,0.00,30.00,0.71,1.55,0.15
61.00,0.00,31.00,0.50,1.66,0.28
56.60,1.00,55.00,0.40,1.58,0.27
26.80,1.00,0.00,0.79,1.59,0.15
18.40,1.00,0.00,0.63,1.68,0.23
52.00,0.00,22.00,0.37,1.64,0.27
3.10,0.00,0.00,0.50,1.62,0.26
30.00,1.00,0.00,0.38,1.56,0.24
30.00,0.00,0.00,1.08,1.77,0.26
20.00,0.00,0.00,0.49,1.69,0.25
50.00,0.00,20.00,0.66,1.50,0.17
25.00,1.00,20.00,1.30,1.95,0.60
63.00,0.00,33.00,0.62,1.61,0.23
69.00,0.00,39.00,0.40,1.57,0.27
25.70,1.00,10.00,0.71,1.56,0.17
57.00,0.00,27.00,0.42,1.68,0.26
9.40,0.00,0.00,0.37,1.65,0.29
72.00,0.00,42.00,0.65,1.80,0.38
70.80,1.00,42.00,0.43,1.84,0.39
61.00,0.00,31.00,0.56,1.56,0.17
22.30,0.00,0.00,0.98,1.60,0.17
49.00,0.00,19.00,0.72,1.51,0.18
66.00,0.00,36.00,0.47,1.65,0.24
96.00,0.00,66.00,0.55,1.66,0.22
29.00,0.00,0.00,0.75,1.56,0.21
42.00,0.00,12.00,0.55,1.62,0.25
66.00,0.00,36.00,0.36,1.62,0.28
4.20,0.00,0.00,0.45,1.73,0.27
52.00,0.00,22.00,0.42,1.66,0.25
23.30,0.00,0.00,0.83,1.70,0.22
42.00,0.00,12.00,0.52,1.61,0.25
29.10,0.00,0.00,0.89,1.72,0.20
106.00,0.00,76.00,0.33,1.56,0.27
85.00,0.00,55.00,0.39,1.58,0.26
30.00,0.00,0.00,0.79,1.55,0.17
55.00,0.00,25.00,0.58,1.67,0.27
45.00,0.00,15.00,0.52,1.67,0.24
66.00,0.00,36.00,0.48,1.65,0.24
99.00,0.00,69.00,0.56,1.52,0.17
51.00,0.00,21.00,0.40,1.67,0.26
108.00,0.00,78.00,0.62,1.53,0.18
76.00,1.00,62.00,0.67,1.52,0.19
44.00,0.00,14.00,0.58,1.68,0.27
5.40,0.00,0.00,0.52,1.76,0.37
88.00,0.00,58.00,0.63,1.68,0.23
52.00,0.00,22.00,0.38,1.67,0.28
85.00,0.00,55.00,0.38,1.54,0.28
26.60,0.00,0.00,1.18,1.66,0.20
43.00,0.00,13.00,0.46,1.66,0.25
53.00,0.00,23.00,0.68,1.56,0.22
98.00,0.00,68.00,0.37,1.64,0.28
63.00,0.00,33.00,0.42,1.70,0.28
75.50,1.00,60.00,0.40,1.66,0.27
50.00,0.00,20.00,0.58,1.70,0.26
43.30,1.00,39.00,1.02,1.78,0.25
31.00,0.00,1.00,0.86,1.71,0.22
25.20,1.00,0.00,0.36,1.63,0.30
30.00,0.00,0.00,1.04,1.76,0.21
93.00,0.00,63.00,0.35,1.66,0.31
14.20,0.00,0.00,0.74,1.64,0.27
61.00,0.00,31.00,0.61,1.55,0.21
43.00,0.00,13.00,0.47,1.67,0.26
73.00,0.00,43.00,0.44,1.72,0.26
30.00,0.00,0.00,0.70,1.50,0.17
42.80,1.00,17.00,0.39,1.55,0.24
81.70,1.00,60.00,0.68,1.58,0.24
20.10,0.00,0.00,0.78,1.78,0.42
64.00,0.00,34.00,0.33,1.61,0.31
30.00,0.00,0.00,0.38,1.67,0.28
88.00,0.00,58.00,0.60,1.74,0.24
50.00,0.00,20.00,0.40,1.59,0.24
92.00,0.00,62.00,0.44,1.73,0.27
13.30,0.00,0.00,0.65,1.52,0.19
78.00,0.00,48.00,0.51,1.76,0.27
30.00,0.00,0.00,0.40,1.58,0.27
72.00,0.00,42.00,0.72,1.82,0.41
30.00,0.00,0.00,0.32,1.55,0.27
34.00,0.00,4.00,0.65,1.61,0.26
31.00,0.00,1.00,0.61,1.60,0.26
55.00,0.00,25.00,0.41,1.51,0.26
98.00,0.00,68.00,0.36,1.63,0.29
5.30,0.00,0.00,0.85,1.79,0.39
48.00,0.00,18.00,0.38,1.57,0.23
73.40,1.00,53.00,0.51,1.58,0.20
83.00,0.00,53.00,0.52,1.57,0.20
